facility_id,facility_name,address_line_1,address_line_2,city,state_code,postal_code,country,latitude,longitude,sqft,year_built,occupancy_status,property_type,owner_name,manager_name,contact_phone,contact_email,lease_start_date,lease_end_date,monthly_rent,security_deposit,tax_id,gl_account,cost_center,region_code,district_code,market_area,building_class,floor_count,unit_count,parking_spaces,hvac_type,roof_type,sprinkler_system,fire_alarm,elevator_count,accessibility_compliant,energy_star_rating,last_inspection_date,next_inspection_date,insurance_carrier,policy_number,premium_amount,coverage_start,coverage_end,vendor_id,contract_number,service_type,billing_frequency,payment_terms,currency_code,exchange_rate,created_date,modified_date,created_by,modified_by,is_active,status_reason,notes,external_ref_id,legacy_system_id,import_batch_id,data_source_system,record_version,effective_date,expiration_date,approval_status,approved_by,approved_date,rejection_reason,workflow_state,priority_level,risk_score,compliance_flag,audit_trail_id,internal_row_id,etl_load_timestamp,source_system_code,raw_json_payload,checksum_hash,partition_key,shard_id
facility_id_137,facility_name_137,address_line_1_137,address_line_2_137,city_137,state_code_137,postal_code_137,country_137,latitude_137,longitude_137,sqft_137,year_built_137,occupancy_status_137,property_type_137,owner_name_137,manager_name_137,contact_phone_137,contact_email_137,lease_start_date_137,lease_end_date_137,monthly_rent_137,security_deposit_137,tax_id_137,gl_account_137,cost_center_137,region_code_137,district_code_137,market_area_137,building_class_137,floor_count_137,unit_count_137,parking_spaces_137,hvac_type_137,roof_type_137,sprinkler_system_137,fire_alarm_137,elevator_count_137,accessibility_compliant_137,energy_star_rating_137,last_inspection_date_137,next_inspection_date_137,insurance_carrier_137,policy_number_137,premium_amount_137,coverage_start_137,coverage_end_137,vendor_id_137,contract_number_137,service_type_137,billing_frequency_137,payment_terms_137,currency_code_137,exchange_rate_137,created_date_137,modified_date_137,created_by_137,modified_by_137,is_active_137,status_reason_137,notes_137,external_ref_id_137,legacy_system_id_137,import_batch_id_137,data_source_system_137,record_version_137,effective_date_137,expiration_date_137,approval_status_137,approved_by_137,approved_date_137,rejection_reason_137,workflow_state_137,priority_level_137,risk_score_137,compliance_flag_137,audit_trail_id_137,internal_row_id_137,etl_load_timestamp_137,source_system_code_137,raw_json_payload_137,checksum_hash_137,partition_key_137,shard_id_137
facility_id_138,facility_name_138,address_line_1_138,address_line_2_138,city_138,state_code_138,postal_code_138,country_138,latitude_138,longitude_138,sqft_138,year_built_138,occupancy_status_138,property_type_138,owner_name_138,manager_name_138,contact_phone_138,contact_email_138,lease_start_date_138,lease_end_date_138,monthly_rent_138,security_deposit_138,tax_id_138,gl_account_138,cost_center_138,region_code_138,district_code_138,market_area_138,building_class_138,floor_count_138,unit_count_138,parking_spaces_138,hvac_type_138,roof_type_138,sprinkler_system_138,fire_alarm_138,elevator_count_138,accessibility_compliant_138,energy_star_rating_138,last_inspection_date_138,next_inspection_date_138,insurance_carrier_138,policy_number_138,premium_amount_138,coverage_start_138,coverage_end_138,vendor_id_138,contract_number_138,service_type_138,billing_frequency_138,payment_terms_138,currency_code_138,exchange_rate_138,created_date_138,modified_date_138,created_by_138,modified_by_138,is_active_138,status_reason_138,notes_138,external_ref_id_138,legacy_system_id_138,import_batch_id_138,data_source_system_138,record_version_138,effective_date_138,expiration_date_138,approval_status_138,approved_by_138,approved_date_138,rejection_reason_138,workflow_state_138,priority_level_138,risk_score_138,compliance_flag_138,audit_trail_id_138,internal_row_id_138,etl_load_timestamp_138,source_system_code_138,raw_json_payload_138,checksum_hash_138,partition_key_138,shard_id_138
facility_id_139,facility_name_139,address_line_1_139,address_line_2_139,city_139,state_code_139,postal_code_139,country_139,latitude_139,longitude_139,sqft_139,year_built_139,occupancy_status_139,property_type_139,owner_name_139,manager_name_139,contact_phone_139,contact_email_139,lease_start_date_139,lease_end_date_139,monthly_rent_139,security_deposit_139,tax_id_139,gl_account_139,cost_center_139,region_code_139,district_code_139,market_area_139,building_class_139,floor_count_139,unit_count_139,parking_spaces_139,hvac_type_139,roof_type_139,sprinkler_system_139,fire_alarm_139,elevator_count_139,accessibility_compliant_139,energy_star_rating_139,last_inspection_date_139,next_inspection_date_139,insurance_carrier_139,policy_number_139,premium_amount_139,coverage_start_139,coverage_end_139,vendor_id_139,contract_number_139,service_type_139,billing_frequency_139,payment_terms_139,currency_code_139,exchange_rate_139,created_date_139,modified_date_139,created_by_139,modified_by_139,is_active_139,status_reason_139,notes_139,external_ref_id_139,legacy_system_id_139,import_batch_id_139,data_source_system_139,record_version_139,effective_date_139,expiration_date_139,approval_status_139,approved_by_139,approved_date_139,rejection_reason_139,workflow_state_139,priority_level_139,risk_score_139,compliance_flag_139,audit_trail_id_139,internal_row_id_139,etl_load_timestamp_139,source_system_code_139,raw_json_payload_139,checksum_hash_139,partition_key_139,shard_id_139
facility_id_140,facility_name_140,address_line_1_140,address_line_2_140,city_140,state_code_140,postal_code_140,country_140,latitude_140,longitude_140,sqft_140,year_built_140,occupancy_status_140,property_type_140,owner_name_140,manager_name_140,contact_phone_140,contact_email_140,lease_start_date_140,lease_end_date_140,monthly_rent_140,security_deposit_140,tax_id_140,gl_account_140,cost_center_140,region_code_140,district_code_140,market_area_140,building_class_140,floor_count_140,unit_count_140,parking_spaces_140,hvac_type_140,roof_type_140,sprinkler_system_140,fire_alarm_140,elevator_count_140,accessibility_compliant_140,energy_star_rating_140,last_inspection_date_140,next_inspection_date_140,insurance_carrier_140,policy_number_140,premium_amount_140,coverage_start_140,coverage_end_140,vendor_id_140,contract_number_140,service_type_140,billing_frequency_140,payment_terms_140,currency_code_140,exchange_rate_140,created_date_140,modified_date_140,created_by_140,modified_by_140,is_active_140,status_reason_140,notes_140,external_ref_id_140,legacy_system_id_140,import_batch_id_140,data_source_system_140,record_version_140,effective_date_140,expiration_date_140,approval_status_140,approved_by_140,approved_date_140,rejection_reason_140,workflow_state_140,priority_level_140,risk_score_140,compliance_flag_140,audit_trail_id_140,internal_row_id_140,etl_load_timestamp_140,source_system_code_140,raw_json_payload_140,checksum_hash_140,partition_key_140,shard_id_140
facility_id_141,facility_name_141,address_line_1_141,address_line_2_141,city_141,state_code_141,postal_code_141,country_141,latitude_141,longitude_141,sqft_141,year_built_141,occupancy_status_141,property_type_141,owner_name_141,manager_name_141,contact_phone_141,contact_email_141,lease_start_date_141,lease_end_date_141,monthly_rent_141,security_deposit_141,tax_id_141,gl_account_141,cost_center_141,region_code_141,district_code_141,market_area_141,building_class_141,floor_count_141,unit_count_141,parking_spaces_141,hvac_type_141,roof_type_141,sprinkler_system_141,fire_alarm_141,elevator_count_141,accessibility_compliant_141,energy_star_rating_141,last_inspection_date_141,next_inspection_date_141,insurance_carrier_141,policy_number_141,premium_amount_141,coverage_start_141,coverage_end_141,vendor_id_141,contract_number_141,service_type_141,billing_frequency_141,payment_terms_141,currency_code_141,exchange_rate_141,created_date_141,modified_date_141,created_by_141,modified_by_141,is_active_141,status_reason_141,notes_141,external_ref_id_141,legacy_system_id_141,import_batch_id_141,data_source_system_141,record_version_141,effective_date_141,expiration_date_141,approval_status_141,approved_by_141,approved_date_141,rejection_reason_141,workflow_state_141,priority_level_141,risk_score_141,compliance_flag_141,audit_trail_id_141,internal_row_id_141,etl_load_timestamp_141,source_system_code_141,raw_json_payload_141,checksum_hash_141,partition_key_141,shard_id_141
facility_id_142,facility_name_142,address_line_1_142,address_line_2_142,city_142,state_code_142,postal_code_142,country_142,latitude_142,longitude_142,sqft_142,year_built_142,occupancy_status_142,property_type_142,owner_name_142,manager_name_142,contact_phone_142,contact_email_142,lease_start_date_142,lease_end_date_142,monthly_rent_142,security_deposit_142,tax_id_142,gl_account_142,cost_center_142,region_code_142,district_code_142,market_area_142,building_class_142,floor_count_142,unit_count_142,parking_spaces_142,hvac_type_142,roof_type_142,sprinkler_system_142,fire_alarm_142,elevator_count_142,accessibility_compliant_142,energy_star_rating_142,last_inspection_date_142,next_inspection_date_142,insurance_carrier_142,policy_number_142,premium_amount_142,coverage_start_142,coverage_end_142,vendor_id_142,contract_number_142,service_type_142,billing_frequency_142,payment_terms_142,currency_code_142,exchange_rate_142,created_date_142,modified_date_142,created_by_142,modified_by_142,is_active_142,status_reason_142,notes_142,external_ref_id_142,legacy_system_id_142,import_batch_id_142,data_source_system_142,record_version_142,effective_date_142,expiration_date_142,approval_status_142,approved_by_142,approved_date_142,rejection_reason_142,workflow_state_142,priority_level_142,risk_score_142,compliance_flag_142,audit_trail_id_142,internal_row_id_142,etl_load_timestamp_142,source_system_code_142,raw_json_payload_142,checksum_hash_142,partition_key_142,shard_id_142
facility_id_143,facility_name_143,address_line_1_143,address_line_2_143,city_143,state_code_143,postal_code_143,country_143,latitude_143,longitude_143,sqft_143,year_built_143,occupancy_status_143,property_type_143,owner_name_143,manager_name_143,contact_phone_143,contact_email_143,lease_start_date_143,lease_end_date_143,monthly_rent_143,security_deposit_143,tax_id_143,gl_account_143,cost_center_143,region_code_143,district_code_143,market_area_143,building_class_143,floor_count_143,unit_count_143,parking_spaces_143,hvac_type_143,roof_type_143,sprinkler_system_143,fire_alarm_143,elevator_count_143,accessibility_compliant_143,energy_star_rating_143,last_inspection_date_143,next_inspection_date_143,insurance_carrier_143,policy_number_143,premium_amount_143,coverage_start_143,coverage_end_143,vendor_id_143,contract_number_143,service_type_143,billing_frequency_143,payment_terms_143,currency_code_143,exchange_rate_143,created_date_143,modified_date_143,created_by_143,modified_by_143,is_active_143,status_reason_143,notes_143,external_ref_id_143,legacy_system_id_143,import_batch_id_143,data_source_system_143,record_version_143,effective_date_143,expiration_date_143,approval_status_143,approved_by_143,approved_date_143,rejection_reason_143,workflow_state_143,priority_level_143,risk_score_143,compliance_flag_143,audit_trail_id_143,internal_row_id_143,etl_load_timestamp_143,source_system_code_143,raw_json_payload_143,checksum_hash_143,partition_key_143,shard_id_143
facility_id_144,facility_name_144,address_line_1_144,address_line_2_144,city_144,state_code_144,postal_code_144,country_144,latitude_144,longitude_144,sqft_144,year_built_144,occupancy_status_144,property_type_144,owner_name_144,manager_name_144,contact_phone_144,contact_email_144,lease_start_date_144,lease_end_date_144,monthly_rent_144,security_deposit_144,tax_id_144,gl_account_144,cost_center_144,region_code_144,district_code_144,market_area_144,building_class_144,floor_count_144,unit_count_144,parking_spaces_144,hvac_type_144,roof_type_144,sprinkler_system_144,fire_alarm_144,elevator_count_144,accessibility_compliant_144,energy_star_rating_144,last_inspection_date_144,next_inspection_date_144,insurance_carrier_144,policy_number_144,premium_amount_144,coverage_start_144,coverage_end_144,vendor_id_144,contract_number_144,service_type_144,billing_frequency_144,payment_terms_144,currency_code_144,exchange_rate_144,created_date_144,modified_date_144,created_by_144,modified_by_144,is_active_144,status_reason_144,notes_144,external_ref_id_144,legacy_system_id_144,import_batch_id_144,data_source_system_144,record_version_144,effective_date_144,expiration_date_144,approval_status_144,approved_by_144,approved_date_144,rejection_reason_144,workflow_state_144,priority_level_144,risk_score_144,compliance_flag_144,audit_trail_id_144,internal_row_id_144,etl_load_timestamp_144,source_system_code_144,raw_json_payload_144,checksum_hash_144,partition_key_144,shard_id_144
facility_id_145,facility_name_145,address_line_1_145,address_line_2_145,city_145,state_code_145,postal_code_145,country_145,latitude_145,longitude_145,sqft_145,year_built_145,occupancy_status_145,property_type_145,owner_name_145,manager_name_145,contact_phone_145,contact_email_145,lease_start_date_145,lease_end_date_145,monthly_rent_145,security_deposit_145,tax_id_145,gl_account_145,cost_center_145,region_code_145,district_code_145,market_area_145,building_class_145,floor_count_145,unit_count_145,parking_spaces_145,hvac_type_145,roof_type_145,sprinkler_system_145,fire_alarm_145,elevator_count_145,accessibility_compliant_145,energy_star_rating_145,last_inspection_date_145,next_inspection_date_145,insurance_carrier_145,policy_number_145,premium_amount_145,coverage_start_145,coverage_end_145,vendor_id_145,contract_number_145,service_type_145,billing_frequency_145,payment_terms_145,currency_code_145,exchange_rate_145,created_date_145,modified_date_145,created_by_145,modified_by_145,is_active_145,status_reason_145,notes_145,external_ref_id_145,legacy_system_id_145,import_batch_id_145,data_source_system_145,record_version_145,effective_date_145,expiration_date_145,approval_status_145,approved_by_145,approved_date_145,rejection_reason_145,workflow_state_145,priority_level_145,risk_score_145,compliance_flag_145,audit_trail_id_145,internal_row_id_145,etl_load_timestamp_145,source_system_code_145,raw_json_payload_145,checksum_hash_145,partition_key_145,shard_id_145
facility_id_146,facility_name_146,address_line_1_146,address_line_2_146,city_146,state_code_146,postal_code_146,country_146,latitude_146,longitude_146,sqft_146,year_built_146,occupancy_status_146,property_type_146,owner_name_146,manager_name_146,contact_phone_146,contact_email_146,lease_start_date_146,lease_end_date_146,monthly_rent_146,security_deposit_146,tax_id_146,gl_account_146,cost_center_146,region_code_146,district_code_146,market_area_146,building_class_146,floor_count_146,unit_count_146,parking_spaces_146,hvac_type_146,roof_type_146,sprinkler_system_146,fire_alarm_146,elevator_count_146,accessibility_compliant_146,energy_star_rating_146,last_inspection_date_146,next_inspection_date_146,insurance_carrier_146,policy_number_146,premium_amount_146,coverage_start_146,coverage_end_146,vendor_id_146,contract_number_146,service_type_146,billing_frequency_146,payment_terms_146,currency_code_146,exchange_rate_146,created_date_146,modified_date_146,created_by_146,modified_by_146,is_active_146,status_reason_146,notes_146,external_ref_id_146,legacy_system_id_146,import_batch_id_146,data_source_system_146,record_version_146,effective_date_146,expiration_date_146,approval_status_146,approved_by_146,approved_date_146,rejection_reason_146,workflow_state_146,priority_level_146,risk_score_146,compliance_flag_146,audit_trail_id_146,internal_row_id_146,etl_load_timestamp_146,source_system_code_146,raw_json_payload_146,checksum_hash_146,partition_key_146,shard_id_146
facility_id_147,facility_name_147,address_line_1_147,address_line_2_147,city_147,state_code_147,postal_code_147,country_147,latitude_147,longitude_147,sqft_147,year_built_147,occupancy_status_147,property_type_147,owner_name_147,manager_name_147,contact_phone_147,contact_email_147,lease_start_date_147,lease_end_date_147,monthly_rent_147,security_deposit_147,tax_id_147,gl_account_147,cost_center_147,region_code_147,district_code_147,market_area_147,building_class_147,floor_count_147,unit_count_147,parking_spaces_147,hvac_type_147,roof_type_147,sprinkler_system_147,fire_alarm_147,elevator_count_147,accessibility_compliant_147,energy_star_rating_147,last_inspection_date_147,next_inspection_date_147,insurance_carrier_147,policy_number_147,premium_amount_147,coverage_start_147,coverage_end_147,vendor_id_147,contract_number_147,service_type_147,billing_frequency_147,payment_terms_147,currency_code_147,exchange_rate_147,created_date_147,modified_date_147,created_by_147,modified_by_147,is_active_147,status_reason_147,notes_147,external_ref_id_147,legacy_system_id_147,import_batch_id_147,data_source_system_147,record_version_147,effective_date_147,expiration_date_147,approval_status_147,approved_by_147,approved_date_147,rejection_reason_147,workflow_state_147,priority_level_147,risk_score_147,compliance_flag_147,audit_trail_id_147,internal_row_id_147,etl_load_timestamp_147,source_system_code_147,raw_json_payload_147,checksum_hash_147,partition_key_147,shard_id_147
facility_id_148,facility_name_148,address_line_1_148,address_line_2_148,city_148,state_code_148,postal_code_148,country_148,latitude_148,longitude_148,sqft_148,year_built_148,occupancy_status_148,property_type_148,owner_name_148,manager_name_148,contact_phone_148,contact_email_148,lease_start_date_148,lease_end_date_148,monthly_rent_148,security_deposit_148,tax_id_148,gl_account_148,cost_center_148,region_code_148,district_code_148,market_area_148,building_class_148,floor_count_148,unit_count_148,parking_spaces_148,hvac_type_148,roof_type_148,sprinkler_system_148,fire_alarm_148,elevator_count_148,accessibility_compliant_148,energy_star_rating_148,last_inspection_date_148,next_inspection_date_148,insurance_carrier_148,policy_number_148,premium_amount_148,coverage_start_148,coverage_end_148,vendor_id_148,contract_number_148,service_type_148,billing_frequency_148,payment_terms_148,currency_code_148,exchange_rate_148,created_date_148,modified_date_148,created_by_148,modified_by_148,is_active_148,status_reason_148,notes_148,external_ref_id_148,legacy_system_id_148,import_batch_id_148,data_source_system_148,record_version_148,effective_date_148,expiration_date_148,approval_status_148,approved_by_148,approved_date_148,rejection_reason_148,workflow_state_148,priority_level_148,risk_score_148,compliance_flag_148,audit_trail_id_148,internal_row_id_148,etl_load_timestamp_148,source_system_code_148,raw_json_payload_148,checksum_hash_148,partition_key_148,shard_id_148
facility_id_149,facility_name_149,address_line_1_149,address_line_2_149,city_149,state_code_149,postal_code_149,country_149,latitude_149,longitude_149,sqft_149,year_built_149,occupancy_status_149,property_type_149,owner_name_149,manager_name_149,contact_phone_149,contact_email_149,lease_start_date_149,lease_end_date_149,monthly_rent_149,security_deposit_149,tax_id_149,gl_account_149,cost_center_149,region_code_149,district_code_149,market_area_149,building_class_149,floor_count_149,unit_count_149,parking_spaces_149,hvac_type_149,roof_type_149,sprinkler_system_149,fire_alarm_149,elevator_count_149,accessibility_compliant_149,energy_star_rating_149,last_inspection_date_149,next_inspection_date_149,insurance_carrier_149,policy_number_149,premium_amount_149,coverage_start_149,coverage_end_149,vendor_id_149,contract_number_149,service_type_149,billing_frequency_149,payment_terms_149,currency_code_149,exchange_rate_149,created_date_149,modified_date_149,created_by_149,modified_by_149,is_active_149,status_reason_149,notes_149,external_ref_id_149,legacy_system_id_149,import_batch_id_149,data_source_system_149,record_version_149,effective_date_149,expiration_date_149,approval_status_149,approved_by_149,approved_date_149,rejection_reason_149,workflow_state_149,priority_level_149,risk_score_149,compliance_flag_149,audit_trail_id_149,internal_row_id_149,etl_load_timestamp_149,source_system_code_149,raw_json_payload_149,checksum_hash_149,partition_key_149,shard_id_149
facility_id_150,facility_name_150,address_line_1_150,address_line_2_150,city_150,state_code_150,postal_code_150,country_150,latitude_150,longitude_150,sqft_150,year_built_150,occupancy_status_150,property_type_150,owner_name_150,manager_name_150,contact_phone_150,contact_email_150,lease_start_date_150,lease_end_date_150,monthly_rent_150,security_deposit_150,tax_id_150,gl_account_150,cost_center_150,region_code_150,district_code_150,market_area_150,building_class_150,floor_count_150,unit_count_150,parking_spaces_150,hvac_type_150,roof_type_150,sprinkler_system_150,fire_alarm_150,elevator_count_150,accessibility_compliant_150,energy_star_rating_150,last_inspection_date_150,next_inspection_date_150,insurance_carrier_150,policy_number_150,premium_amount_150,coverage_start_150,coverage_end_150,vendor_id_150,contract_number_150,service_type_150,billing_frequency_150,payment_terms_150,currency_code_150,exchange_rate_150,created_date_150,modified_date_150,created_by_150,modified_by_150,is_active_150,status_reason_150,notes_150,external_ref_id_150,legacy_system_id_150,import_batch_id_150,data_source_system_150,record_version_150,effective_date_150,expiration_date_150,approval_status_150,approved_by_150,approved_date_150,rejection_reason_150,workflow_state_150,priority_level_150,risk_score_150,compliance_flag_150,audit_trail_id_150,internal_row_id_150,etl_load_timestamp_150,source_system_code_150,raw_json_payload_150,checksum_hash_150,partition_key_150,shard_id_150
facility_id_151,facility_name_151,address_line_1_151,address_line_2_151,city_151,state_code_151,postal_code_151,country_151,latitude_151,longitude_151,sqft_151,year_built_151,occupancy_status_151,property_type_151,owner_name_151,manager_name_151,contact_phone_151,contact_email_151,lease_start_date_151,lease_end_date_151,monthly_rent_151,security_deposit_151,tax_id_151,gl_account_151,cost_center_151,region_code_151,district_code_151,market_area_151,building_class_151,floor_count_151,unit_count_151,parking_spaces_151,hvac_type_151,roof_type_151,sprinkler_system_151,fire_alarm_151,elevator_count_151,accessibility_compliant_151,energy_star_rating_151,last_inspection_date_151,next_inspection_date_151,insurance_carrier_151,policy_number_151,premium_amount_151,coverage_start_151,coverage_end_151,vendor_id_151,contract_number_151,service_type_151,billing_frequency_151,payment_terms_151,currency_code_151,exchange_rate_151,created_date_151,modified_date_151,created_by_151,modified_by_151,is_active_151,status_reason_151,notes_151,external_ref_id_151,legacy_system_id_151,import_batch_id_151,data_source_system_151,record_version_151,effective_date_151,expiration_date_151,approval_status_151,approved_by_151,approved_date_151,rejection_reason_151,workflow_state_151,priority_level_151,risk_score_151,compliance_flag_151,audit_trail_id_151,internal_row_id_151,etl_load_timestamp_151,source_system_code_151,raw_json_payload_151,checksum_hash_151,partition_key_151,shard_id_151
facility_id_152,facility_name_152,address_line_1_152,address_line_2_152,city_152,state_code_152,postal_code_152,country_152,latitude_152,longitude_152,sqft_152,year_built_152,occupancy_status_152,property_type_152,owner_name_152,manager_name_152,contact_phone_152,contact_email_152,lease_start_date_152,lease_end_date_152,monthly_rent_152,security_deposit_152,tax_id_152,gl_account_152,cost_center_152,region_code_152,district_code_152,market_area_152,building_class_152,floor_count_152,unit_count_152,parking_spaces_152,hvac_type_152,roof_type_152,sprinkler_system_152,fire_alarm_152,elevator_count_152,accessibility_compliant_152,energy_star_rating_152,last_inspection_date_152,next_inspection_date_152,insurance_carrier_152,policy_number_152,premium_amount_152,coverage_start_152,coverage_end_152,vendor_id_152,contract_number_152,service_type_152,billing_frequency_152,payment_terms_152,currency_code_152,exchange_rate_152,created_date_152,modified_date_152,created_by_152,modified_by_152,is_active_152,status_reason_152,notes_152,external_ref_id_152,legacy_system_id_152,import_batch_id_152,data_source_system_152,record_version_152,effective_date_152,expiration_date_152,approval_status_152,approved_by_152,approved_date_152,rejection_reason_152,workflow_state_152,priority_level_152,risk_score_152,compliance_flag_152,audit_trail_id_152,internal_row_id_152,etl_load_timestamp_152,source_system_code_152,raw_json_payload_152,checksum_hash_152,partition_key_152,shard_id_152
facility_id_153,facility_name_153,address_line_1_153,address_line_2_153,city_153,state_code_153,postal_code_153,country_153,latitude_153,longitude_153,sqft_153,year_built_153,occupancy_status_153,property_type_153,owner_name_153,manager_name_153,contact_phone_153,contact_email_153,lease_start_date_153,lease_end_date_153,monthly_rent_153,security_deposit_153,tax_id_153,gl_account_153,cost_center_153,region_code_153,district_code_153,market_area_153,building_class_153,floor_count_153,unit_count_153,parking_spaces_153,hvac_type_153,roof_type_153,sprinkler_system_153,fire_alarm_153,elevator_count_153,accessibility_compliant_153,energy_star_rating_153,last_inspection_date_153,next_inspection_date_153,insurance_carrier_153,policy_number_153,premium_amount_153,coverage_start_153,coverage_end_153,vendor_id_153,contract_number_153,service_type_153,billing_frequency_153,payment_terms_153,currency_code_153,exchange_rate_153,created_date_153,modified_date_153,created_by_153,modified_by_153,is_active_153,status_reason_153,notes_153,external_ref_id_153,legacy_system_id_153,import_batch_id_153,data_source_system_153,record_version_153,effective_date_153,expiration_date_153,approval_status_153,approved_by_153,approved_date_153,rejection_reason_153,workflow_state_153,priority_level_153,risk_score_153,compliance_flag_153,audit_trail_id_153,internal_row_id_153,etl_load_timestamp_153,source_system_code_153,raw_json_payload_153,checksum_hash_153,partition_key_153,shard_id_153
facility_id_154,facility_name_154,address_line_1_154,address_line_2_154,city_154,state_code_154,postal_code_154,country_154,latitude_154,longitude_154,sqft_154,year_built_154,occupancy_status_154,property_type_154,owner_name_154,manager_name_154,contact_phone_154,contact_email_154,lease_start_date_154,lease_end_date_154,monthly_rent_154,security_deposit_154,tax_id_154,gl_account_154,cost_center_154,region_code_154,district_code_154,market_area_154,building_class_154,floor_count_154,unit_count_154,parking_spaces_154,hvac_type_154,roof_type_154,sprinkler_system_154,fire_alarm_154,elevator_count_154,accessibility_compliant_154,energy_star_rating_154,last_inspection_date_154,next_inspection_date_154,insurance_carrier_154,policy_number_154,premium_amount_154,coverage_start_154,coverage_end_154,vendor_id_154,contract_number_154,service_type_154,billing_frequency_154,payment_terms_154,currency_code_154,exchange_rate_154,created_date_154,modified_date_154,created_by_154,modified_by_154,is_active_154,status_reason_154,notes_154,external_ref_id_154,legacy_system_id_154,import_batch_id_154,data_source_system_154,record_version_154,effective_date_154,expiration_date_154,approval_status_154,approved_by_154,approved_date_154,rejection_reason_154,workflow_state_154,priority_level_154,risk_score_154,compliance_flag_154,audit_trail_id_154,internal_row_id_154,etl_load_timestamp_154,source_system_code_154,raw_json_payload_154,checksum_hash_154,partition_key_154,shard_id_154
facility_id_155,facility_name_155,address_line_1_155,address_line_2_155,city_155,state_code_155,postal_code_155,country_155,latitude_155,longitude_155,sqft_155,year_built_155,occupancy_status_155,property_type_155,owner_name_155,manager_name_155,contact_phone_155,contact_email_155,lease_start_date_155,lease_end_date_155,monthly_rent_155,security_deposit_155,tax_id_155,gl_account_155,cost_center_155,region_code_155,district_code_155,market_area_155,building_class_155,floor_count_155,unit_count_155,parking_spaces_155,hvac_type_155,roof_type_155,sprinkler_system_155,fire_alarm_155,elevator_count_155,accessibility_compliant_155,energy_star_rating_155,last_inspection_date_155,next_inspection_date_155,insurance_carrier_155,policy_number_155,premium_amount_155,coverage_start_155,coverage_end_155,vendor_id_155,contract_number_155,service_type_155,billing_frequency_155,payment_terms_155,currency_code_155,exchange_rate_155,created_date_155,modified_date_155,created_by_155,modified_by_155,is_active_155,status_reason_155,notes_155,external_ref_id_155,legacy_system_id_155,import_batch_id_155,data_source_system_155,record_version_155,effective_date_155,expiration_date_155,approval_status_155,approved_by_155,approved_date_155,rejection_reason_155,workflow_state_155,priority_level_155,risk_score_155,compliance_flag_155,audit_trail_id_155,internal_row_id_155,etl_load_timestamp_155,source_system_code_155,raw_json_payload_155,checksum_hash_155,partition_key_155,shard_id_155
facility_id_156,facility_name_156,address_line_1_156,address_line_2_156,city_156,state_code_156,postal_code_156,country_156,latitude_156,longitude_156,sqft_156,year_built_156,occupancy_status_156,property_type_156,owner_name_156,manager_name_156,contact_phone_156,contact_email_156,lease_start_date_156,lease_end_date_156,monthly_rent_156,security_deposit_156,tax_id_156,gl_account_156,cost_center_156,region_code_156,district_code_156,market_area_156,building_class_156,floor_count_156,unit_count_156,parking_spaces_156,hvac_type_156,roof_type_156,sprinkler_system_156,fire_alarm_156,elevator_count_156,accessibility_compliant_156,energy_star_rating_156,last_inspection_date_156,next_inspection_date_156,insurance_carrier_156,policy_number_156,premium_amount_156,coverage_start_156,coverage_end_156,vendor_id_156,contract_number_156,service_type_156,billing_frequency_156,payment_terms_156,currency_code_156,exchange_rate_156,created_date_156,modified_date_156,created_by_156,modified_by_156,is_active_156,status_reason_156,notes_156,external_ref_id_156,legacy_system_id_156,import_batch_id_156,data_source_system_156,record_version_156,effective_date_156,expiration_date_156,approval_status_156,approved_by_156,approved_date_156,rejection_reason_156,workflow_state_156,priority_level_156,risk_score_156,compliance_flag_156,audit_trail_id_156,internal_row_id_156,etl_load_timestamp_156,source_system_code_156,raw_json_payload_156,checksum_hash_156,partition_key_156,shard_id_156
facility_id_157,facility_name_157,address_line_1_157,address_line_2_157,city_157,state_code_157,postal_code_157,country_157,latitude_157,longitude_157,sqft_157,year_built_157,occupancy_status_157,property_type_157,owner_name_157,manager_name_157,contact_phone_157,contact_email_157,lease_start_date_157,lease_end_date_157,monthly_rent_157,security_deposit_157,tax_id_157,gl_account_157,cost_center_157,region_code_157,district_code_157,market_area_157,building_class_157,floor_count_157,unit_count_157,parking_spaces_157,hvac_type_157,roof_type_157,sprinkler_system_157,fire_alarm_157,elevator_count_157,accessibility_compliant_157,energy_star_rating_157,last_inspection_date_157,next_inspection_date_157,insurance_carrier_157,policy_number_157,premium_amount_157,coverage_start_157,coverage_end_157,vendor_id_157,contract_number_157,service_type_157,billing_frequency_157,payment_terms_157,currency_code_157,exchange_rate_157,created_date_157,modified_date_157,created_by_157,modified_by_157,is_active_157,status_reason_157,notes_157,external_ref_id_157,legacy_system_id_157,import_batch_id_157,data_source_system_157,record_version_157,effective_date_157,expiration_date_157,approval_status_157,approved_by_157,approved_date_157,rejection_reason_157,workflow_state_157,priority_level_157,risk_score_157,compliance_flag_157,audit_trail_id_157,internal_row_id_157,etl_load_timestamp_157,source_system_code_157,raw_json_payload_157,checksum_hash_157,partition_key_157,shard_id_157
